Iteration 0: x=34.151977164792044, y=-77.86698268629279, yaw=-0.2110571583433766, v=0.1, steer_angle=0.0, target_idx=2, distance_to_target=0.5641261384700457, cte=-0.0000, heading_error=0.00°
Iteration 253: x=34.15204250321689, y=-77.86692606587631, yaw=2.323581268025623, v=1.1437188049641303, steer_angle=0.09426660277042526, target_idx=65, distance_to_target=1.3449311527591155, cte=0.8081, heading_error=-4.78°
Iteration 254: x=34.152041772404765, y=-77.86692512320846, yaw=2.276125523410429, v=1.1865328647159237, steer_angle=-0.13253615783125544, target_idx=65, distance_to_target=1.2303433297584387, cte=0.6936, heading_error=-6.59°
Iteration 255: x=34.15204105566712, y=-77.86692410599579, yaw=2.278978379173619, v=1.2272062214801276, steer_angle=0.00774876195683466, target_idx=65, distance_to_target=1.1115114828442243, cte=0.5747, heading_error=-4.00°
Iteration 256: x=34.15204031388822, y=-77.86692305930819, yaw=2.2522425223712164, v=1.2658459104061213, steer_angle=-0.07028716131258422, target_idx=66, distance_to_target=0.9885803634256121, cte=0.4519, heading_error=-4.01°
Iteration 257: x=34.15203957469856, y=-77.86692195799627, yaw=2.3459169945437255, v=1.3025536148858152, steer_angle=0.23528027742432323, target_idx=66, distance_to_target=1.398637599088737, cte=0.8618, heading_error=-2.77°
Iteration 258: x=34.152038756733134, y=-77.86692094905047, yaw=2.2400155926650744, v=1.2974259341415244, steer_angle=-0.26565022408630706, target_idx=66, distance_to_target=1.2682465148322093, cte=0.7315, heading_error=-7.89°
Iteration 259: x=34.15203801197454, y=-77.86691981128418, yaw=2.302605774806166, v=1.3325546374344481, steer_angle=0.15530606852987675, target_idx=66, distance_to_target=1.1384331330775415, cte=0.6016, heading_error=-2.11°
Iteration 260: x=34.15203718969036, y=-77.8669187050089, yaw=2.2251320093155376, v=1.3659269055627257, steer_angle=-0.18685718855752775, target_idx=66, distance_to_target=1.0051225650099316, cte=0.4684, heading_error=-5.28°
Iteration 261: x=34.15203642334526, y=-77.86691749776328, yaw=2.2708020351365246, v=1.3976305602845893, steer_angle=0.10849478768956314, target_idx=67, distance_to_target=0.8682729498627855, cte=0.3316, heading_error=-0.84°
Iteration 262: x=34.15203559470795, y=-77.86691630897649, yaw=2.305525178233498, v=1.4277490322703599, steer_angle=0.08089044369215692, target_idx=67, distance_to_target=1.2654480180968741, cte=0.7287, heading_error=-3.47°
Iteration 263: x=34.15203471513642, y=-77.86691513255536, yaw=2.2437842095960203, v=1.456361580656842, steer_angle=-0.14038374102625367, target_idx=67, distance_to_target=1.1224670366180962, cte=0.5858, heading_error=-5.23°
Iteration 264: x=34.15203388204632, y=-77.86691386965617, yaw=2.280264880793552, v=1.483543501624, steer_angle=0.08178458882704476, target_idx=68, distance_to_target=0.9765590709081762, cte=0.4400, heading_error=-1.68°
Iteration 265: x=34.15203299623777, y=-77.86691262298545, yaw=2.3108254530266246, v=1.5093663265428, steer_angle=0.06738875926690668, target_idx=68, distance_to_target=1.3649650171777503, cte=0.8282, heading_error=-3.93°
Iteration 266: x=34.15203206441626, y=-77.86691138988267, yaw=2.2473986054158175, v=1.5338980102156599, steer_angle=-0.1369706475924875, target_idx=68, distance_to_target=1.2137786335395162, cte=0.6771, heading_error=-5.51°
Iteration 267: x=34.152031186003, y=-77.86691006810706, yaw=2.290231229524273, v=1.5572031097048769, steer_angle=0.09143144989593169, target_idx=68, distance_to_target=1.060107093773458, cte=0.5235, heading_error=-1.90°
Iteration 268: x=34.152030248414356, y=-77.86690877486588, yaw=2.2227208175234177, v=1.579342954219633, steer_angle=-0.14153359280396766, target_idx=69, distance_to_target=0.9043785681757566, cte=0.3682, heading_error=-3.79°
Iteration 269: x=34.15202939552511, y=-77.86690742455531, yaw=2.3655586675322446, v=1.5603758065086515, steer_angle=0.2961616449735009, target_idx=69, distance_to_target=1.2828920111364475, cte=0.7462, heading_error=-0.54°
Iteration 270: x=34.15202840383519, y=-77.8669062484476, yaw=2.169840986523811, v=1.542357016183219, steer_angle=-0.40016180029246295, target_idx=69, distance_to_target=1.1271206092168367, cte=0.5908, heading_error=-8.09°
Iteration 271: x=34.152027629049776, y=-77.86690487714154, yaw=2.3830271758562045, v=1.525239165374058, steer_angle=0.43600371777116265, target_idx=70, distance_to_target=0.972845728568859, cte=0.4364, heading_error=2.70°
Iteration 272: x=34.152026642337006, y=-77.866903747142, yaw=2.1970466084409637, v=1.508977207105355, steer_angle=-0.38980878091239596, target_idx=70, distance_to_target=1.358192361578186, cte=0.8217, heading_error=-9.24°
Iteration 273: x=34.152025853712665, y=-77.86690242978162, yaw=2.386946637603347, v=1.4935283467500873, steer_angle=0.4008780819963801, target_idx=70, distance_to_target=1.2074624003479233, cte=0.6708, heading_error=0.94°
Iteration 274: x=34.15202488311406, y=-77.86690132692995, yaw=2.141998562944785, v=1.4788519294125828, steer_angle=-0.50446413543244, target_idx=70, distance_to_target=1.058773108649858, cte=0.5227, heading_error=-9.08°
Iteration 275: x=34.15202418421778, y=-77.86690001281713, yaw=2.407680292172404, v=1.4349093329419538, steer_angle=0.552960421151249, target_idx=71, distance_to_target=0.9110341019471642, cte=0.3746, heading_error=4.36°
Iteration 276: x=34.15202323216004, y=-77.8668989751231, yaw=2.176123552516348, v=1.423163866294856, steer_angle=-0.49695248587023405, target_idx=71, distance_to_target=1.3059674193659956, cte=0.7696, heading_error=-10.49°
Iteration 277: x=34.15202250830845, y=-77.86689771109296, yaw=2.407757336132635, v=1.4120056729801131, steer_angle=0.5003982943225049, target_idx=71, distance_to_target=1.164097610183271, cte=0.6275, heading_error=2.17°
Iteration 278: x=34.15202159081196, y=-77.86689671122384, yaw=2.1302132665389872, v=1.3714053893311076, steer_angle=-0.5934732276139937, target_idx=71, distance_to_target=1.023922047843263, cte=0.4880, heading_error=-10.10°
Iteration 279: x=34.15202095358216, y=-77.86689548143217, yaw=2.412582794803508, v=1.3328351198645523, steer_angle=0.6148667189226575, target_idx=72, distance_to_target=0.8871349657347922, cte=0.3508, heading_error=5.09°
Iteration 280: x=34.15202006248257, y=-77.86689451971121, yaw=2.1953808891157562, v=1.3261933638713246, steer_angle=-0.499711692703801, target_idx=72, distance_to_target=1.2924281970304925, cte=0.7561, heading_error=-10.73°
Iteration 281: x=34.152019367153194, y=-77.86689335411226, yaw=2.3769616984973476, v=1.3198836956777584, steer_angle=0.4299642893557223, target_idx=72, distance_to_target=1.160282238549486, cte=0.6237, heading_error=1.12°
Iteration 282: x=34.152018512961796, y=-77.86689236392559, yaw=2.1911883886826544, v=1.3138895108938704, steer_angle=-0.44043027386777417, target_idx=72, distance_to_target=1.0289197416027251, cte=0.4929, heading_error=-8.49°
Iteration 283: x=34.15201782780442, y=-77.8668912051677, yaw=2.3320639985579534, v=1.308195035349177, steer_angle=0.34463166790809974, target_idx=73, distance_to_target=0.8975560648253645, cte=0.3613, heading_error=1.71°
Iteration 284: x=34.15201699329392, y=-77.86689014687778, yaw=2.2814145731276434, v=1.342785283581718, steer_angle=-0.12507591636002796, target_idx=73, distance_to_target=1.3040839568708373, cte=0.7676, heading_error=-6.40°
Iteration 285: x=34.1520161848819, y=-77.86688901177678, yaw=2.2956288225636374, v=1.375646019402632, steer_angle=0.034428994276401226, target_idx=73, distance_to_target=1.1695973276926745, cte=0.6331, heading_error=-3.62°
Iteration 286: x=34.152015344553256, y=-77.8668878652342, yaw=2.2573209592394283, v=1.4068637184325006, steer_angle=-0.09051619461911026, target_idx=73, distance_to_target=1.0318297448960847, cte=0.4955, heading_error=-4.21°
Iteration 287: x=34.15201452424441, y=-77.86688665567169, yaw=2.2708931018976783, v=1.4365205325108756, steer_angle=0.031482687975367435, target_idx=74, distance_to_target=0.8909053152773232, cte=0.3548, heading_error=-1.85°
Iteration 288: x=34.15201367407277, y=-77.86688543621686, yaw=2.3209636201535533, v=1.4646945058853318, steer_angle=0.11346046612789218, target_idx=74, distance_to_target=1.2838588377716083, cte=0.7473, heading_error=-3.07°
Iteration 289: x=34.1520127580193, y=-77.86688424839167, yaw=2.2411996627411908, v=1.4914597805910652, steer_angle=-0.1764149874887479, target_idx=74, distance_to_target=1.1372199238827658, cte=0.6008, heading_error=-5.66°
Iteration 290: x=34.152011908969826, y=-77.86688295445259, yaw=2.299540107636167, v=1.5168867915615118, steer_angle=0.12750662924883943, target_idx=75, distance_to_target=0.98780885378682, cte=0.4515, heading_error=-1.14°
Iteration 291: x=34.15201098443736, y=-77.86688170291939, yaw=2.29788456233868, v=1.5410424519834363, steer_angle=-0.0035809920285235775, target_idx=75, distance_to_target=1.3728787551749033, cte=0.8363, heading_error=-4.73°
Iteration 292: x=34.15201004787904, y=-77.86688043087408, yaw=2.269278366956369, v=1.5639903293842645, steer_angle=-0.06089302306578648, target_idx=75, distance_to_target=1.2184918618771425, cte=0.6819, heading_error=-4.56°
Iteration 293: x=34.152009129183355, y=-77.86687910880434, yaw=2.275002824155943, v=1.5857908129150513, steer_angle=0.012032232116765268, target_idx=75, distance_to_target=1.0618113092706232, cte=0.5254, heading_error=-2.81°
Iteration 294: x=34.15200819215996, y=-77.8668777759282, yaw=2.2487348116166794, v=1.6065012722692988, steer_angle=-0.05444968793228444, target_idx=76, distance_to_target=0.9030900207457373, cte=0.3671, heading_error=-2.71°
Iteration 295: x=34.15200727331369, y=-77.86687639709004, yaw=2.368249022565501, v=1.626176208655834, steer_angle=0.24024843744945024, target_idx=77, distance_to_target=0.7905378425767545, cte=0.7423, heading_error=-1.13°
Iteration 296: x=34.152006258050534, y=-77.86687519948848, yaw=1.8051928586579589, v=1.5748673982230423, steer_angle=-0.8726646259971648, target_idx=77, distance_to_target=1.0202496735423183, cte=0.6281, heading_error=-26.64°
Iteration 297: x=34.152005932447615, y=-77.86687355176214, yaw=2.002833095822996, v=1.5561240283118902, steer_angle=0.4004807994610008, target_idx=78, distance_to_target=0.8772200895091226, cte=0.4705, heading_error=2.14°
Iteration 298: x=34.15200536347033, y=-77.86687206063111, yaw=1.4635701391297302, v=1.5083178268962958, steer_angle=-0.8726646259971648, target_idx=78, distance_to_target=1.1013783908697405, cte=0.7218, heading_error=-28.25°
Iteration 299: x=34.15200551126532, y=-77.86687040144493, yaw=1.5556760390859854, v=1.532901935551481, steer_angle=0.19767109004017813, target_idx=79, distance_to_target=0.9716020922154995, cte=0.5712, heading_error=-0.95°
Iteration 300: x=34.15200553151016, y=-77.86686878363905, yaw=1.0243004609480302, v=1.486256838773907, steer_angle=-0.8726646259971648, target_idx=79, distance_to_target=1.2729279363234582, cte=0.8179, heading_error=-22.43°
Iteration 301: x=34.152006206621415, y=-77.86686744252151, yaw=1.4245117967530785, v=1.4419439968352117, steer_angle=0.7465463551678109, target_idx=79, distance_to_target=1.1413563885578812, cte=0.6705, heading_error=5.02°
Iteration 302: x=34.15200639044698, y=-77.8668659348759, yaw=0.9240300619335455, v=1.3998467969934512, steer_angle=-0.8726646259971648, target_idx=80, distance_to_target=0.9967791141978345, cte=0.5374, heading_error=-17.85°
Iteration 303: x=34.15200716670198, y=-77.86686469266064, yaw=0.9134821200987489, v=1.4298544571437786, steer_angle=-0.024584825375847164, target_idx=80, distance_to_target=1.389859226677769, cte=0.8684, heading_error=-5.47°
Iteration 304: x=34.152007969448505, y=-77.86686343584076, yaw=0.8474989419877494, v=1.4583617342865896, steer_angle=-0.14968765706084713, target_idx=80, distance_to_target=1.2494193754570837, cte=0.7253, heading_error=-6.11°
Iteration 305: x=34.15200885517449, y=-77.86686222361408, yaw=0.8320301681716817, v=1.48544364757226, steer_angle=-0.03469797383299644, target_idx=80, distance_to_target=1.1065880977157876, cte=0.5796, heading_error=-3.87°
Iteration 306: x=34.15200977191951, y=-77.86686100738149, yaw=0.7602495824349621, v=1.5111714651936472, steer_angle=-0.15702964931396646, target_idx=81, distance_to_target=0.9599931107526877, cte=0.4330, heading_error=-4.44°
Iteration 307: x=34.15201072874561, y=-77.86685990790687, yaw=0.26808250123349453, v=1.4656128919339648, steer_angle=-0.8416601921417324, target_idx=81, distance_to_target=1.3688326901839314, cte=0.8112, heading_error=-14.62°
Iteration 308: x=34.15201196435585, y=-77.86685949776205, yaw=0.7766033709215298, v=1.4223322473372666, steer_angle=0.8726646259971648, target_idx=81, distance_to_target=1.2309747601114587, cte=0.6660, heading_error=11.08°
Iteration 309: x=34.15201285194021, y=-77.86685844392032, yaw=0.28278276238454836, v=1.3812156349704032, steer_angle=-0.8726646259971648, target_idx=81, distance_to_target=1.0900016779525212, cte=0.5336, heading_error=-17.02°
Iteration 310: x=34.1520140130646, y=-77.86685803622649, yaw=0.7618552158835342, v=1.342154853221883, steer_angle=0.8718604758036558, target_idx=82, distance_to_target=0.9623706490323505, cte=0.3960, heading_error=7.89°
Iteration 311: x=34.152014863763284, y=-77.86685705555338, yaw=0.2952668411288802, v=1.3050471105607888, steer_angle=-0.8726646259971648, target_idx=82, distance_to_target=1.3764861995953244, cte=0.8286, heading_error=-32.99°
Iteration 312: x=34.152015984074566, y=-77.86685664379469, yaw=0.09381425269607382, v=1.2997947550327493, steer_angle=-0.4768602929807376, target_idx=82, distance_to_target=1.2714674983229235, cte=0.7098, heading_error=-10.28°
Iteration 313: x=34.152017145436126, y=-77.86685651175083, yaw=0.21234822229245037, v=1.2948050172811119, steer_angle=0.29617730194965725, target_idx=82, distance_to_target=1.1444079696387754, cte=0.5799, heading_error=-0.28°
Iteration 314: x=34.15201828155166, y=-77.86685621576315, yaw=0.06973126288891035, v=1.2900647664170564, steer_angle=-0.35306057952930564, target_idx=82, distance_to_target=1.0150396663419792, cte=0.4539, heading_error=-7.25°
Iteration 315: x=34.15201947284905, y=-77.8668561152188, yaw=0.12747189140183318, v=1.3255615280962036, steer_angle=0.1441902495955124, target_idx=83, distance_to_target=0.8875784581298173, cte=0.3267, heading_error=-0.50°
Iteration 316: x=34.15202062494165, y=-77.86685593678861, yaw=-0.33348056422581135, v=1.2892834516913934, steer_angle=-0.8726646259971648, target_idx=83, distance_to_target=1.2045672939721728, cte=0.7551, heading_error=-25.09°
Iteration 317: x=34.152021752719435, y=-77.86685640888403, yaw=-0.2503143949757473, v=1.3248192791068236, steer_angle=0.20627530430213936, target_idx=83, distance_to_target=1.0864250409870773, cte=0.6268, heading_error=-1.67°
Iteration 318: x=34.15202293851913, y=-77.86685677524397, yaw=-0.35015881010098865, v=1.3585783151514825, steer_angle=-0.2402416011831947, target_idx=84, distance_to_target=0.9540317050428042, cte=0.5053, heading_error=-6.17°
Iteration 319: x=34.15202411533206, y=-77.86685729458608, yaw=-0.2790380809930769, v=1.3906493993939084, steer_angle=0.16885047969926426, target_idx=85, distance_to_target=0.8523539003093589, cte=0.8184, heading_error=-3.02°
Iteration 320: x=34.15202528547336, y=-77.86685769971024, yaw=-0.7620976173899259, v=1.351116929424213, steer_angle=-0.8726646259971648, target_idx=85, distance_to_target=1.2086066983321264, cte=0.7133, heading_error=-21.16°
Iteration 321: x=34.15202614152386, y=-77.86685868703205, yaw=-0.4452366928596278, v=1.3135610829530022, steer_angle=0.6772214360907965, target_idx=85, distance_to_target=1.0795230943877372, cte=0.5785, heading_error=4.40°
Iteration 322: x=34.15202718053343, y=-77.86685928615995, yaw=-0.8244531331058307, v=1.2778830288053522, steer_angle=-0.7799581831527638, target_idx=86, distance_to_target=0.9500596431268029, cte=0.4610, heading_error=-12.36°
Iteration 323: x=34.15202794144956, y=-77.86686028041849, yaw=-0.5654878856896144, v=1.2439888773650847, steer_angle=0.6066276461168811, target_idx=86, distance_to_target=1.3487296735947003, cte=0.8234, heading_error=1.92°
Iteration 324: x=34.1520288632035, y=-77.86686098728063, yaw=-0.8266229523494733, v=1.2117894334968304, steer_angle=-0.6229144568312318, target_idx=86, distance_to_target=1.2252222071609045, cte=0.7028, heading_error=-12.16°
Iteration 325: x=34.15202960232347, y=-77.86686195727289, yaw=-0.6225374853188547, v=1.2111999618219889, steer_angle=0.5117525862124949, target_idx=86, distance_to_target=1.1049084054219305, cte=0.5815, heading_error=2.04°
Iteration 326: x=34.15203048838265, y=-77.86686272576469, yaw=-0.7996160781861409, v=1.2106399637308893, steer_angle=-0.4536477456752584, target_idx=87, distance_to_target=0.9847137212536297, cte=0.4661, heading_error=-8.72°
Iteration 327: x=34.15203127334016, y=-77.86686370165866, yaw=-0.7038940093639867, v=1.2501079655443448, steer_angle=0.24990131510405078, target_idx=87, distance_to_target=1.3959319687832765, cte=0.8638, heading_error=-2.81°
Iteration 328: x=34.152032157642175, y=-77.86686460884539, yaw=-0.8068354981936038, v=1.2876025672671276, steer_angle=-0.26044113620519155, target_idx=87, distance_to_target=1.270850619681465, cte=0.7394, heading_error=-8.04°
Iteration 329: x=34.1520329823161, y=-77.8668656490374, yaw=-0.7531121407030766, v=1.3232224389037712, steer_angle=0.13451738292319446, target_idx=87, distance_to_target=1.142078830404998, cte=0.6106, heading_error=-2.43°
Iteration 330: x=34.15203387426479, y=-77.86686665941193, yaw=-0.8212652559193854, v=1.3570613169585826, steer_angle=-0.16586568011588643, target_idx=87, distance_to_target=1.0097295728034534, cte=0.4798, heading_error=-5.12°
Iteration 331: x=34.15203472693275, y=-77.8668677664582, yaw=-0.7840550733879652, v=1.3892082511106534, steer_angle=0.08904779069591015, target_idx=88, distance_to_target=0.8738238422602376, cte=0.3455, heading_error=-1.17°
Iteration 332: x=34.152035632573075, y=-77.86686885788465, yaw=-0.8210056171722651, v=1.4197478385551208, steer_angle=-0.08653710629158601, target_idx=88, distance_to_target=1.2695899388193224, cte=0.7351, heading_error=-5.52°
Iteration 333: x=34.152036522041, y=-77.86687001210848, yaw=-0.8140593080167813, v=1.4487604466273647, steer_angle=0.01598082882850499, target_idx=88, distance_to_target=1.1273844239114585, cte=0.5931, heading_error=-3.42°
Iteration 334: x=34.1520374351699, y=-77.86687118065448, yaw=-0.8443102613457173, v=1.4763224242959965, steer_angle=-0.06819657979783031, target_idx=89, distance_to_target=0.9823459966717865, cte=0.4489, heading_error=-3.53°
Iteration 335: x=34.15203833430085, y=-77.86687240334766, yaw=-0.7882781457006144, v=1.5025063030811967, steer_angle=0.1236736911085699, target_idx=89, distance_to_target=1.3703517450462186, cte=0.8345, heading_error=-3.31°
Iteration 336: x=34.15203930448692, y=-77.86687358247825, yaw=-0.8792371354429499, v=1.527380987927137, steer_angle=-0.1959600847967442, target_idx=89, distance_to_target=1.219923569164105, cte=0.6844, heading_error=-6.27°
Iteration 337: x=34.15204019560466, y=-77.86687488303909, yaw=-0.8058569917700724, v=1.5510119385307801, steer_angle=0.15641558055521587, target_idx=89, distance_to_target=1.066955439184919, cte=0.5315, heading_error=-1.18°
Iteration 338: x=34.1520411772365, y=-77.8668761187852, yaw=-0.9074837640819868, v=1.5734613416042411, steer_angle=-0.21205661982131094, target_idx=90, distance_to_target=0.9120175787320024, cte=0.3778, heading_error=-4.69°
Iteration 339: x=34.1520420396963, y=-77.8668774524789, yaw=-0.7525357788803752, v=1.5547882745240291, steer_angle=0.32072593250196696, target_idx=90, distance_to_target=1.2906321523554016, cte=0.7544, heading_error=-0.30°
Iteration 340: x=34.152043050490136, y=-77.86687859615611, yaw=-0.9643672688437699, v=1.5370488607978277, steer_angle=-0.43063520619926804, target_idx=90, distance_to_target=1.1354967157471594, cte=0.5999, heading_error=-8.51°
Iteration 341: x=34.15204383104512, y=-77.8668799560007, yaw=-0.7279397421726989, v=1.5201964177579363, steer_angle=0.4782703928983357, target_idx=91, distance_to_target=0.9818323714684695, cte=0.4460, heading_error=3.15°
Iteration 342: x=34.152044842707824, y=-77.86688104549044, yaw=-0.9649820763369565, v=1.5041865968700394, steer_angle=-0.48367792811724203, target_idx=91, distance_to_target=1.367553143025094, cte=0.8314, heading_error=-10.42°
Iteration 343: x=34.152045591165276, y=-77.86688235112966, yaw=-0.701957494295499, v=1.4589772670265375, steer_angle=0.5411057613468775, target_idx=91, distance_to_target=1.217591805189305, cte=0.6811, heading_error=2.55°
Iteration 344: x=34.152046565264826, y=-77.86688334652204, yaw=-1.0545824462486553, v=1.4160284036752107, steer_angle=-0.6928150549663762, target_idx=91, distance_to_target=1.072902593310453, cte=0.5373, heading_error=-11.48°
Iteration 345: x=34.15204717679595, y=-77.86688464855915, yaw=-0.5743537666226868, v=1.3752269834914501, steer_angle=0.8610385531761595, target_idx=92, distance_to_target=0.9320537377818058, cte=0.3959, heading_error=7.82°
Iteration 346: x=34.1520481876258, y=-77.86688543900806, yaw=-1.0521750829454384, v=1.3364656343168777, steer_angle=-0.8726646259971648, target_idx=92, distance_to_target=1.3344427989477357, cte=0.7984, heading_error=-19.15°
Iteration 347: x=34.152048767995915, y=-77.86688666779844, yaw=-0.5875190501054763, v=1.299642352601034, steer_angle=0.8726646259971648, target_idx=92, distance_to_target=1.2049945733980831, cte=0.6682, heading_error=6.76°
Iteration 348: x=34.15204971628422, y=-77.86688743093002, yaw=-1.039668063636788, v=1.2646602349709821, steer_angle=-0.8726646259971648, target_idx=92, distance_to_target=1.0778751089528167, cte=0.5419, heading_error=-18.47°
Iteration 349: x=34.152050278199425, y=-77.86688858682238, yaw=-0.7131173062687257, v=1.231427223222433, steer_angle=0.723868590096006, target_idx=93, distance_to_target=0.9550562537950466, cte=0.4182, heading_error=5.77°
Iteration 350: x=34.15205109575119, y=-77.866889441335, yaw=-0.9398922014912121, v=1.1998558620613113, steer_angle=-0.5621909944705905, target_idx=93, distance_to_target=1.3708631923829713, cte=0.8342, heading_error=-12.26°
Iteration 351: x=34.15205173338121, y=-77.86689049609511, yaw=-0.778053982789287, v=1.1998630689582457, steer_angle=0.42252282585990397, target_idx=93, distance_to_target=1.2516861392951963, cte=0.7148, heading_error=0.10°
Iteration 352: x=34.152052503331014, y=-77.86689141292447, yaw=-0.9182850649956393, v=1.1998699155103334, steer_angle=-0.3714854058278387, target_idx=93, distance_to_target=1.1320061081155592, cte=0.5953, heading_error=-8.63°
Iteration 353: x=34.152053181558685, y=-77.86689248540239, yaw=-0.8416295702240819, v=1.2398764197348167, steer_angle=0.2032383658096455, target_idx=93, distance_to_target=1.0120517466402184, cte=0.4753, heading_error=-0.97°
Iteration 354: x=34.15205394857432, y=-77.86689352282305, yaw=-0.9167308415233625, v=1.2778825987480757, steer_angle=-0.19345044058576208, target_idx=94, distance_to_target=0.8881894762911964, cte=0.3517, heading_error=-4.78°
Iteration 355: x=34.152054646878234, y=-77.86689462349733, yaw=-0.7864844856004799, v=1.273988468810672, steer_angle=0.3284408418093475, target_idx=94, distance_to_target=1.2969772107008317, cte=0.7602, heading_error=-1.04°
Iteration 356: x=34.1520554552149, y=-77.86689560240396, yaw=-0.9135243618700731, v=1.2702890453701383, steer_angle=-0.32177646575402846, target_idx=94, distance_to_target=1.1696841019708493, cte=0.6331, heading_error=-8.06°
Iteration 357: x=34.15205617448182, y=-77.866896728623, yaw=-0.8360719507521535, v=1.3067745931016315, steer_angle=0.19505443296246924, target_idx=94, distance_to_target=1.0426100776678389, cte=0.5059, heading_error=-1.10°
Iteration 358: x=34.15205698463979, y=-77.86689781221396, yaw=-0.9196168786521363, v=1.34143586344655, steer_angle=-0.204693177968167, target_idx=95, distance_to_target=0.9120450148817004, cte=0.3757, heading_error=-4.96°
Iteration 359: x=34.15205771328062, y=-77.86689896759626, yaw=-0.7777485199558998, v=1.3343640702742225, steer_angle=0.34058652271871703, target_idx=95, distance_to_target=1.314444458440001, cte=0.7777, heading_error=-0.80°
Iteration 360: x=34.15205856547994, y=-77.86689998174572, yaw=-0.9283873747420355, v=1.3276458667605113, steer_angle=-0.3615823199509713, target_idx=95, distance_to_target=1.1811672784503473, cte=0.6446, heading_error=-8.44°
Iteration 361: x=34.152059278636024, y=-77.86690113338706, yaw=-0.8213729946384869, v=1.3212635734224858, steer_angle=0.2636930951006758, target_idx=95, distance_to_target=1.0484116949466653, cte=0.5117, heading_error=-0.19°
Iteration 362: x=34.152060110334354, y=-77.86690221344142, yaw=-0.9289095667987728, v=1.3552003947513616, steer_angle=-0.2585817474613872, target_idx=96, distance_to_target=0.9165871538373673, cte=0.3804, heading_error=-5.60°
Iteration 363: x=34.15206083711181, y=-77.8669033883578, yaw=-0.7546880574145964, v=1.3474403750137935, steer_angle=0.40693642443528266, target_idx=96, distance_to_target=1.0142948060221355, cte=0.7808, heading_error=0.02°
Iteration 364: x=34.15206171658935, y=-77.86690438775692, yaw=-0.9368436070972697, v=1.340068356263104, steer_angle=-0.42542901556428864, target_idx=97, distance_to_target=0.8799148920849588, cte=0.6466, heading_error=-9.18°
Iteration 365: x=34.15206241194947, y=-77.86690553068222, yaw=-0.4709639105628858, v=1.3030649384499486, steer_angle=0.8726646259971648, target_idx=98, distance_to_target=0.8186792986515301, cte=-0.7461, heading_error=41.27°
Iteration 366: x=34.15206342985563, y=-77.8669061569842, yaw=-0.017652416521873215, v=1.2679116915274513, steer_angle=0.8726646259971648, target_idx=99, distance_to_target=0.953978081949224, cte=-0.7294, heading_error=59.67°
Iteration 367: x=34.152064541859026, y=-77.86690618070672, yaw=0.42371928515043666, v=1.2345161069510788, steer_angle=0.8726646259971648, target_idx=99, distance_to_target=1.2750868889073266, cte=-0.8877, heading_error=58.02°
Iteration 368: x=34.15206552962732, y=-77.86690564234202, yaw=0.853748184072479, v=1.2027903016035248, steer_angle=0.8726646259971648, target_idx=99, distance_to_target=1.2049367601282366, cte=-0.7910, heading_error=37.09°
Iteration 369: x=34.15206622388157, y=-77.86690468011429, yaw=1.273001420381767, v=1.1726507865233486, steer_angle=0.8726646259971648, target_idx=99, distance_to_target=1.1051695162891513, cte=-0.6759, heading_error=15.48°
Iteration 370: x=34.152066526286696, y=-77.86690348951149, yaw=0.8639850635545956, v=1.1440182471971811, steer_angle=-0.8726646259971648, target_idx=100, distance_to_target=0.9900882589994879, cte=-0.5593, heading_error=-7.37°
Iteration 371: x=34.152067179687464, y=-77.86690256496739, yaw=1.2632763848737565, v=1.116817334837322, steer_angle=0.8726646259971648, target_idx=100, distance_to_target=1.3411056107647308, cte=-0.8780, heading_error=23.55°
Iteration 372: x=34.15206748537659, y=-77.86690140188189, yaw=1.165763054013363, v=1.120976468095456, steer_angle=-0.2822255438611761, target_idx=100, distance_to_target=1.2367134200650558, cte=-0.7681, heading_error=2.21°
Iteration 373: x=34.15206789892521, y=-77.86690023630973, yaw=1.2515281470096011, v=1.164927644690683, steer_angle=0.24065300739855783, target_idx=100, distance_to_target=1.1242335278786524, cte=-0.6581, heading_error=7.73°
Iteration 374: x=34.15206824013533, y=-77.86689898905773, yaw=1.2314665975449266, v=1.206681262456149, steer_angle=-0.05536134656845765, target_idx=100, distance_to_target=1.0078025067777971, cte=-0.5424, heading_error=3.28°
Iteration 375: x=34.15206861387681, y=-77.86689770960835, yaw=1.276418133584147, v=1.2463471993333415, steer_angle=0.1196478483078231, target_idx=101, distance_to_target=0.886716337215197, cte=-0.4259, heading_error=4.47°
Iteration 376: x=34.15206893905595, y=-77.8668964135713, yaw=1.381942169104085, v=1.2440298393666744, steer_angle=0.27555497826853076, target_idx=101, distance_to_target=1.2462256097974078, cte=-0.7617, heading_error=8.36°
Iteration 377: x=34.15206915585071, y=-77.86689504293838, yaw=1.3368141415663988, v=1.2818283473983407, steer_angle=-0.11681896457734411, target_idx=101, distance_to_target=1.1222994015709873, cte=-0.6369, heading_error=2.93°
Iteration 378: x=34.15206943109512, y=-77.866893647493, yaw=1.4117187599242436, v=1.3177369300284236, steer_angle=0.18725801501210843, target_idx=102, distance_to_target=0.993670479236418, cte=-0.5094, heading_error=5.66°
Iteration 379: x=34.1520696240169, y=-77.86689219440251, yaw=1.4235952095191526, v=1.3518500835270024, steer_angle=0.02927606764244034, target_idx=102, distance_to_target=1.3549403441302634, cte=-0.8618, heading_error=5.75°
